y_matrix
0.591822  	0.46711  	
-0.348311  	-0.00958635  	
0.115307  	0.225492  	
0.533786  	0.437683  	
0.096275  	0.215842  	
0.0274018  	0.18092  	
0.426625  	0.383346  	
-0.499536  	-0.0862656  	
-0.348983  	-0.00992695  	
0.0505536  	0.192659  	
0.52062  	0.431007  	
-0.220416  	0.0552629  	
-0.155842  	0.0880054  	
-0.0234694  	0.155125  	
0.175314  	0.255919  	
-0.327801  	0.000813141  	
0.395144  	0.367384  	
-0.0960146  	0.118341  	
0.589583  	0.465975  	
0.633379  	0.488181  	
0.125024  	0.230419  	
0.414265  	0.377079  	
-0.651478  	-0.163308  	
-0.550721  	-0.112219  	
-0.301515  	0.0141417  	
-0.702305  	-0.18908  	
0.0592859  	0.197087  	
-0.501193  	-0.0871057  	
-0.0624737  	0.135348  	
0.0974841  	0.216455  	
-0.255972  	0.0372341  	
0.701043  	0.522491  	
-0.486326  	-0.0795672  	
0.507544  	0.424377  	
-0.016394  	0.158713  	
0.384844  	0.362161  	
-0.507687  	-0.0903981  	
-0.167172  	0.0822607  	
0.495363  	0.418201  	
-0.100851  	0.115889  	
-0.539839  	-0.106701  	
-0.581217  	-0.127682  	
0.595225  	0.468836  	
-0.690751  	-0.183222  	
0.0460755  	0.190388  	
0.0404331  	0.187527  	
-0.489237  	-0.0810431  	
-0.0570552  	0.138096  	
-0.498775  	-0.0858796  	
-0.493715  	-0.0833138  	
0.451344  	0.39588  	
0.0671674  	0.201083  	
0.61681  	0.47978  	
0.335809  	0.337298  	
0.597822  	0.470153  	
0.523665  	0.432551  	
-0.497476  	-0.0852211  	
-0.0477407  	0.142818  	
-0.201474  	0.0648677  	
-0.265063  	0.0326247  	
0.385874  	0.362684  	
-0.338638  	-0.00468179  	
-0.138243  	0.096929  	
-0.688736  	-0.1822  	
0.0746458  	0.204875  	
0.455374  	0.397924  	
-0.648165  	-0.161628  	
-0.33013  	-0.000367588  	
-0.551348  	-0.112537  	
-0.0965968  	0.118046  	
-0.199907  	0.0656624  	
-0.43944  	-0.0557937  	
0.297566  	0.317907  	
0.720478  	0.532345  	
0.357662  	0.348379  	
-0.548572  	-0.111129  	
-0.618027  	-0.146346  	
-0.212311  	0.0593727  	
-0.263854  	0.0332378  	
0.659217  	0.501283  	
-0.336175  	-0.00343294  	
0.498856  	0.419972  	
0.0714216  	0.20324  	
0.177105  	0.256827  	
0.693519  	0.518676  	
-0.403347  	-0.0374924  	
-0.724785  	-0.200478  	
-0.502223  	-0.087628  	
-0.161843  	0.0849627  	
0.178583  	0.257576  	
0.257979  	0.297834  	
-0.49564  	-0.0842901  	
0.0877219  	0.211505  	
0.56773  	0.454894  	
0.110515  	0.223063  	
-0.273213  	0.0284921  	
0.364289  	0.351739  	
0.457747  	0.399127  	
-0.632581  	-0.153726  	
0.449194  	0.39479  	
