Xmat
1  	-0.734719  	-0.0765544  	
1  	0.124554  	0.345584  	
1  	-0.0939755  	-0.0678031  	
1  	-0.634121  	-0.0980486  	
1  	-0.0771449  	-0.058693  	
1  	-0.0218619  	-0.020101  	
1  	-0.464815  	-0.121293  	
1  	0.109466  	0.566793  	
1  	0.124581  	0.346472  	
1  	-0.0394621  	-0.034057  	
1  	-0.612171  	-0.102054  	
1  	0.104154  	0.191661  	
1  	0.0823097  	0.125491  	
1  	0.0133129  	0.0140622  	
1  	-0.151447  	-0.0921214  	
1  	0.123329  	0.318854  	
1  	-0.419132  	-0.124067  	
1  	0.0551574  	0.0710977  	
1  	-0.730722  	-0.0774997  	
1  	-0.810597  	-0.0573189  	
1  	-0.102828  	-0.0721952  	
1  	-0.44666  	-0.122601  	
1  	0.0515182  	0.83184  	
1  	0.0947359  	0.651289  	
1  	0.120615  	0.285739  	
1  	0.0225607  	0.930075  	
1  	-0.0463591  	-0.0390623  	
1  	0.109066  	0.569452  	
1  	0.037026  	0.0435124  	
1  	-0.0781941  	-0.0592918  	
1  	0.112876  	0.231404  	
1  	-0.941009  	-0.0191343  	
1  	0.112478  	0.545776  	
1  	-0.590689  	-0.105713  	
1  	0.00870843  	0.00902283  	
1  	-0.404586  	-0.124575  	
1  	0.107447  	0.579922  	
1  	0.0867028  	0.13654  	
1  	-0.570964  	-0.108836  	
1  	0.0575994  	0.0752477  	
1  	0.0982749  	0.632918  	
1  	0.0836457  	0.703946  	
1  	-0.740813  	-0.0750997  	
1  	0.0295646  	0.907323  	
1  	-0.0359801  	-0.0314353  	
1  	-0.0316459  	-0.0280788  	
1  	0.111842  	0.550379  	
1  	0.0339008  	0.0392521  	
1  	0.109649  	0.565573  	
1  	0.110833  	0.557491  	
1  	-0.501976  	-0.117824  	
1  	-0.0527057  	-0.0434582  	
1  	-0.779959  	-0.0653728  	
1  	-0.338035  	-0.12429  	
1  	-0.745477  	-0.0739751  	
1  	-0.617219  	-0.101156  	
1  	0.109957  	0.563495  	
1  	0.028401  	0.0320561  	
1  	0.0985494  	0.171448  	
1  	0.114728  	0.241942  	
1  	-0.406031  	-0.124533  	
1  	0.124074  	0.33288  	
1  	0.0750129  	0.1088  	
1  	0.0307608  	0.90338  	
1  	-0.0588344  	-0.0475226  	
1  	-0.508143  	-0.117151  	
1  	0.0532396  	0.825602  	
1  	0.123507  	0.32185  	
1  	0.0945253  	0.652354  	
1  	0.0554536  	0.0715949  	
1  	0.0980557  	0.169805  	
1  	0.120549  	0.473799  	
1  	-0.289231  	-0.120968  	
1  	-0.980039  	-0.00659421  	
1  	-0.367142  	-0.124969  	
1  	0.0954524  	0.647643  	
1  	0.0679579  	0.769806  	
1  	0.101838  	0.182931  	
1  	0.114491  	0.240531  	
1  	-0.859393  	-0.0437414  	
1  	0.123923  	0.329673  	
1  	-0.576592  	-0.107969  	
1  	-0.0561793  	-0.045783  	
1  	-0.153265  	-0.0927445  	
1  	-0.926088  	-0.0238001  	
1  	0.123981  	0.421171  	
1  	0.00822222  	0.975054  	
1  	0.108814  	0.571108  	
1  	0.0846662  	0.131313  	
1  	-0.15477  	-0.093254  	
1  	-0.241576  	-0.114667  	
1  	0.110388  	0.560561  	
1  	-0.0698002  	-0.0543796  	
1  	-0.692199  	-0.0862368  	
1  	-0.0896747  	-0.0655729  	
1  	0.116259  	0.25152  	
1  	-0.376145  	-0.124999  	
1  	-0.511789  	-0.11674  	
1  	0.0610609  	0.79654  	
1  	-0.4987  	-0.118171  	

